kEf,kEr,kdEf,kdEr,kcatE,kdp,kG2f,kG2r,kG2SOSf,kG2SOSr,kSOSf,kSOSr,kRgne,Kmgne,kRhydro,kR1f,kR1r,knfpR1r,kBf,kBr,knfpBr,kdR1f,kdR1r,kpR1,kdpR1,knfpBR1,knfpSOS,kdpSOS,kdpMEK,kdpERK,kpMEK,kpERK
5952.5,186.27624,8.1035746,86.08975999999998,60.33626999999999,341.58992000000006,3.77671,14574.744,2.4848719,384.32839,0.00015689496,10.382951,14.180074999999999,553973.14,0.6575815,0.00022744995999999997,73.80224,0.17175868000000002,987.1079,0.05705021,36.556912,2.83881,12.85241,18932.575,4.200950000000001,3.3988629e-12,4.448180799999999e-5,0.008823988,4.2348103,2.4151751000000004,0.0003008121,7.718407999999999e-6
63991.25,59.25528,3.9262795,60.50816,3.501162,231.84644000000003,1.9112728,16420.896,0.39769449999999995,188.40343000000001,0.00041483352,10.723313000000001,2.05505,394084.18,2.3907349,0.00014421669999999996,520.56548,0.022474600000000004,4264.4435,0.12898361,16.279732000000003,9.4507725,90.14765,13446.193,33.13271,5.020437e-13,7.8167152e-5,0.058135888,0.304045,2.3293322,0.0014074043999999998,1.0244888e-5
64857.5,80.2116,1.7940175000000003,105.95312,50.512103999999994,346.2053000000001,1.1560612,29310.993,0.4874379999999999,235.05223,0.00034379112,2.7815329999999996,57.215375,584666.11,1.6770835,6.294957999999998e-5,783.94904,0.10282696000000001,5306.725399999999,0.13395044,46.77450400000001,4.1612025,71.08322,15509.254,259.30118,1.4940534e-12,6.380819199999999e-5,0.044850682,4.386577300000001,2.2322924,0.0014121267,5.479028e-6
74881.25,65.02896,1.9297069000000002,15.213679999999998,41.80881599999999,191.33366000000004,0.7235896000000002,33234.066,0.8925658000000001,309.1072,0.0005137464,17.095646,22.77575,547549.03,0.0753922,1.0846869999999999e-5,713.83328,0.29942512,2592.3335,0.12590074999999998,48.98656000000001,5.1264525,33.60281,19522.021,155.53631,3.2857059e-12,7.84e-5,0.028026621999999998,1.9785409,1.1723192000000002,0.0013554590999999999,8.763452e-6
90473.75,188.84232,5.1474841,113.62759999999999,6.863796,279.5387,0.1878412,30464.838,1.8182059,418.73188,0.00036455736,11.763308,22.434199999999997,421921.99,1.2800143,0.00031690932999999997,869.34644,0.34959436,920.2235,0.04882924999999999,43.509088000000006,3.282825,6.62729,3879.031,194.7611,1.4299311000000002e-12,7.591628799999998e-5,0.029418958,3.2382070000000005,0.3997331,0.0011649929999999998,3.7564279999999997e-6
49512.5,15.631920000000001,3.6936691,35.97992,4.753908,323.12840000000006,0.8591404000000001,18168.147,2.3002567,579.6702399999999,0.00014104704,8.88914,9.11375,657472.69,2.2082977,0.00015863506,907.10108,0.01594852,1410.7090999999998,0.019713349999999998,30.921436000000003,1.3909349999999998,54.093830000000004,22287.883,159.98735000000002,1.4223873e-12,5.573612799999999e-5,0.052740586,3.6682135000000002,0.6572617999999999,0.0014908316999999998,2.6654479999999996e-6
29960.0,5.3675999999999995,3.6161323000000003,72.69703999999999,33.43519799999999,307.7438000000001,5.5969636000000005,24332.976,1.7489751999999998,430.39408000000003,0.0005153858399999999,16.490557999999996,42.073325,114992.29,1.6690348,0.00023170992999999997,714.7322,0.02165884,2469.7121,0.07760260999999999,18.439120000000003,5.19402,129.18434,20995.636,237.04598000000001,3.5648265e-12,2.7244e-6,0.022167208,4.7811715,1.2954851,0.0007022076,1.1531096e-5
1621.25,132.81624,3.1799877999999997,7.539199999999999,8.380277999999999,180.56444000000005,4.312458400000001,25453.854,2.5207693,225.13936,6.0168000000000004e-5,0.56918,42.9272,644624.47,1.2236733999999998,0.00018714408999999997,899.90972,0.40873696000000004,4682.4710000000005,0.10466326999999999,17.754436000000002,0.5897775,87.94292,17028.211,63.733610000000006,6.03885e-13,3.3693184e-5,0.055177173999999996,3.4810342,3.7252124,0.00025988549999999996,5.501996e-6
85152.5,52.626239999999996,7.5123565,83.23064,4.490172,150.30806000000004,3.1118656000000002,13157.163,1.359232,580.83646,0.00017547528,16.982191999999998,2.51045,135692.2,0.22026880000000001,0.00032444619999999995,243.69812000000002,0.1122082,2308.0748,0.01577414,26.391988000000005,3.5241375,72.25043,7393.036,43.42574,3.0028134e-12,1.0951696e-5,0.022399264,3.2179714000000006,3.2624071999999997,0.0005054450999999999,2.1027319999999994e-6
37632.5,186.0624,3.5192113,85.93928,23.676966,312.87200000000007,0.12974800000000003,17904.411,1.7412828999999999,520.19302,0.0005033632799999999,11.252765,45.4319,521138.8,1.3470868,0.00031985853999999997,36.047599999999996,0.22152004000000003,5295.578,0.05396735,4.113424,6.226837499999999,83.0147,20428.861,244.00073,2.1352764e-12,7.6925296e-5,0.006967539999999999,4.4422252,1.2618944,0.0014325899999999999,9.36062e-6
39241.25,125.118,5.8840837,119.64679999999998,59.742864,184.15418000000003,3.2667808000000003,6234.093,1.5105138999999999,498.61795,3.502992e-5,14.18366,10.25225,287015.68,1.8434233,9.997854999999997e-5,450.44971999999996,0.062038960000000004,2664.7916000000005,0.12333169999999997,12.434968000000001,4.132245,16.22435,7665.088,121.59713,1.1130915000000001e-12,3.221848e-5,0.033247882,2.9043196000000004,1.5194231,0.0005920206,3.2855839999999995e-6
88865.0,104.16168,9.0243241,23.038639999999997,25.259382,7.23128,0.258844,29376.927,1.1720526999999998,555.7627299999999,0.00046893504,8.000417,2.1689,368387.74,1.4436712,3.575130999999999e-5,102.56768,0.17746900000000004,2358.2381000000005,0.1267571,32.975488,1.8446025,20.244739999999997,14534.401,193.92653,1.7995773e-12,2.4689728e-5,0.043574374000000006,0.9414664000000001,3.2400134,0.0008785068,5.858e-6
7808.75,5.581440000000001,0.6600418,67.12928,65.676924,92.87222000000003,4.067176,14442.876,1.4848729,416.98254999999995,0.00011426952000000001,4.8237049999999995,40.08095,419780.62,2.5758550000000002,0.00015830736999999996,628.43588,0.33491068,2241.1904,0.09866881999999999,32.185468,5.329155,43.459250000000004,13854.271,38.9747,3.4856166000000003e-12,7.133694399999999e-5,0.012710925999999997,1.5282988,1.8889208000000002,0.0005337789,7.2360799999999995e-6
109902.5,114.63983999999999,3.4804429,144.62648,50.775839999999995,491.84618000000006,5.964887200000001,5574.753,1.7284623999999997,344.0938,0.00016126679999999997,14.240387,38.430125000000004,25054.75,0.429535,1.0191489999999998e-5,639.2229199999999,0.39282964000000004,2910.0344,0.08291198,39.822328,0.6959550000000001,35.67785,22491.922,256.79747,3.4403538e-12,4.424895999999999e-5,0.018802396,1.7913615999999999,2.1501818,0.0008627658,5.731675999999999e-6
104952.5,68.87808,1.3675651,123.25831999999998,41.21540999999999,310.3079,6.03589,13256.064,1.1874373,572.67292,0.0001066188,12.349487,35.811575,694589.77,2.0875672,0.00027103273,20.76596,0.017987920000000004,4526.4074,0.031017169999999997,47.827864000000005,3.8523225,8.83202,1974.667,269.03783000000004,1.9919442e-12,5.860792e-5,0.0031966300000000002,1.3006483,2.1389849,0.00080295,1.1060251999999998e-5
1745.0,13.49352,2.7244591000000002,85.63832,51.10550999999999,369.28220000000005,4.6416532,21431.88,0.7643608,140.00530000000003,0.00042794904000000006,2.2898989999999997,10.764574999999999,667465.75,1.7817166,2.7886749999999995e-5,755.1836000000001,0.16278532,1689.3940999999998,0.15827078,31.237444000000004,9.576255,99.48533,16688.146,29.23805,5.322189e-13,1.016848e-6,0.033131854,0.6935803,0.5079697999999999,9.145679999999999e-5,3.5841679999999995e-6
80573.75,205.73568,3.0249142,95.87095999999998,7.127532,170.30804,5.545325200000001,7816.509,0.38743809999999995,446.72116,0.00032411784,0.228818,17.424799999999998,25768.54,1.2907459,6.098343999999999e-5,307.52144,0.13137856,162.2003,0.15313268,36.87292000000001,6.5550225,101.04161,21811.792,70.13198,3.0141291e-12,3.57112e-5,0.050245984,3.3950329000000004,2.6391131,0.0011712894,8.49932e-6
120916.25,88.12368000000001,5.9519284,6.6363199999999996,15.567084,59.538920000000005,0.7042252000000001,6596.73,0.564361,493.95306999999997,0.00012246672,10.742222,55.052225,518997.43,2.5812208,0.00010161699999999997,35.14868,0.07182808,3238.8827,0.006868099999999999,24.127264000000004,3.3986549999999998,117.77162,1883.983,8.651990000000001,2.9160597000000002e-12,7.847056e-6,0.044444584,1.6547713000000002,2.8182635,0.00010247549999999999,7.36136e-7
93196.25,90.68975999999999,2.1041647,82.47823999999999,10.094562,460.05134000000004,0.162022,20574.738,0.2694895,559.8445,0.00032083896,13.313846,53.8568,77161.42,0.3517309,0.00021139314999999996,202.3478,0.02125096,3662.4839,0.13155266,7.589512000000001,0.98553,67.4519,10907.041,226.75295000000003,2.8029027000000004e-12,4.1221936e-5,0.017990199999999998,0.6025201000000001,0.36614240000000003,0.0013412921999999999,6.788204e-6
51492.5,120.19968,2.0750884,94.96807999999999,50.116499999999995,218.51312000000004,6.448997200000001,20541.771,1.9515391,128.3431,0.0002077176,8.189507,4.502825,164957.59,0.2283175,8.719863999999998e-5,76.499,0.38100112,831.0442999999999,0.16306633999999998,6.536152000000001,7.0762575,70.17539000000001,7461.049,25.62158,3.5116770000000004e-13,4.8983536e-5,0.046649116,4.6698757,1.5530138,0.0012074936999999998,8.372996e-6
16347.5,165.10608000000002,2.714767,138.75776,21.501144,181.59008000000003,4.357642,22025.286,1.6310265999999998,298.02810999999997,8.093424000000001e-5,2.214263,23.91425,562538.62,0.03783160000000001,0.00029823099999999993,406.40263999999996,0.37610656000000003,4805.0923999999995,0.07400593999999999,8.537536000000001,1.6322474999999999,21.801019999999998,1362.55,273.21067999999997,3.1235142000000003e-12,1.9178992e-5,0.011434618,0.7138159000000001,2.4450335,0.0007525788,7.93556e-7
60155.0,40.22352000000001,7.2991303,41.246719999999996,47.017602,25.692800000000002,4.7836588,10486.836,1.1823091,323.10184000000004,0.00038969544000000005,12.406214,50.953625,601083.28,2.039275,0.00014257824999999998,781.2522799999999,0.3467392,4091.6588,0.08976277999999999,50.987944,2.18244,4.941319999999999,3130.888,92.10899,1.4563344000000002e-12,4.036816e-5,0.039803464000000004,4.0931611000000006,0.34001630000000005,0.0004613703,6.25994e-6
30207.5,125.97336,2.5500013,57.64904,42.53408999999999,57.487640000000006,3.7508908,28684.62,1.7207701,524.27479,0.0002569008,15.034564999999999,53.1737,521852.59,2.1304936,2.5592919999999998e-5,257.18192,0.39201388000000004,1600.2149,0.09558595999999998,19.229140000000005,8.7557925,9.0914,6146.131,100.1765,2.8594812e-12,7.6381984e-5,0.030057111999999997,1.4777098000000002,0.8028215,0.0014861093999999997,5.272316e-6
89483.75,211.29551999999998,9.208473999999999,19.12616,19.391256,243.12848000000002,6.1843504000000005,9332.991,0.8053864000000001,65.36722,0.00015197663999999997,9.513137,44.9765,666751.96,0.34904799999999997,0.00020189013999999996,796.53392,0.30268816000000004,764.1599,0.016973029999999997,36.925588000000005,6.989385,25.82141,22605.277,233.98588999999998,2.4445722e-12,3.2451328e-5,0.027736551999999998,0.4001641,1.9449053,0.0001009014,1.148516e-5
122030.0,130.89168,5.9616205,72.24559999999998,49.19342399999999,154.92344,1.937092,15563.754,0.5694892,400.07235999999995,0.0005405239199999999,8.416415,21.124924999999998,404077.24,0.9848953,2.1005259999999997e-5,260.77759999999995,0.03226372,4972.3034,0.08993404999999999,30.552760000000003,0.2422875,129.31403,17322.934,243.72254,1.5619476e-12,2.5698736e-5,0.058541986,4.0830433,3.098186,0.0008753586,9.406555999999999e-6
84533.75,128.75328,5.244405100000001,104.14735999999998,14.248403999999999,276.97460000000007,0.613858,16387.929,0.6746173,142.33774,0.00050937456,7.962598999999999,46.058075,573959.26,1.1834299,0.00019009329999999995,746.1944000000001,0.25170316000000004,1243.4980999999998,0.16032601999999999,16.121728000000004,3.72684,49.2953,19499.35,112.97324,3.734562e-12,4.5646048e-5,0.006851511999999999,2.3326639,3.3743762,0.0011539743,9.578816e-6
42458.75,205.52184,5.4963997,144.92744000000002,62.05055399999999,352.35914,0.7945924000000001,20739.573,0.8002581999999999,512.02948,0.00045636600000000004,9.248411,10.650725,77875.21,0.20685430000000002,0.00027496501,460.33783999999997,0.21988852000000003,3255.6038,0.08942023999999998,12.329632000000002,0.8310900000000001,119.97635,12630.037,96.28184,2.304669e-13,3.027808e-5,0.040441618000000006,5.089764400000001,1.9747637,0.0013239770999999999,5.214896e-6
30455.0,150.99264000000002,3.8972032,54.78992,55.06154999999999,462.10262000000006,0.5880388,14871.447,0.48230979999999996,386.66083,0.00018367248,13.219301,14.407774999999999,718144.84,0.1424647,7.343565999999998e-5,47.73356,0.37569868,4459.523,0.04814416999999999,21.177856000000002,6.149617500000001,30.619939999999996,5466.001,69.29741,3.2479869000000004e-12,6.342011199999999e-5,0.019672606,3.8756284,0.4258592,0.0007651715999999999,9.027584e-6
104705.0,113.14296,5.0505631,41.99912,29.611026,66.20558000000001,2.227558,5080.248,2.4207694,331.84848999999997,6.83652e-5,4.407706999999999,16.172449999999998,331984.45,2.5302457,0.00023138223999999994,159.19964,0.29738572,3952.3163,0.13292282,45.93181600000001,3.823365,68.48942,14557.072,154.70174,3.1536894e-12,5.589136e-5,0.037482904000000004,4.4068129,3.6841571,0.0010138793999999998,2.9869999999999995e-6
